Index,0 [0x0][0x0],1 [0x19][0x31],2 [0x5][0x8],3 [0x3][0x1a],4 [0x3][0x1b],5 [0x3][0x1c],6 [0x3][0x1d],7 [0x4][0x18],8 [0x5][0xa],9 [0x3][0x1e],10 [0x2][0x2d],11 [0x3][0x1f],12 [0x3][0x20],13 [0x1a][0x31],14 [0x2][0x2e],15 [0x1b][0x31],16 [0x1c][0x31],17 [0x1d][0x31],18 [0x1e][0x31],19 [0x1f][0x31],20 [0x20][0x31],21 [0x19][0x32],22 [0x1a][0x32],23 [0x1b][0x32],24 [0x2][0x2f],25 [0x1c][0x32],26 [0x1d][0x32],27 [0x3][0x21],28 [0x3][0x22],29 [0x3][0x23],30 [0x1e][0x32],31 [0x3][0x24],32 [0x5][0xc],33 [0x3][0x25],34 [0x5][0xe],35 [0x5][0x10],36 [0x1f][0x32],37 [0x5][0x12],38 [0x5][0x14],39 [0x3][0x26],40 [0x2][0x30],41 [0x3][0x27],42 [0x3][0x28],43 [0x5][0x16],44 [0x7][0x4],45 [0x3][0x29],46 [0x3][0x2a],47 [0x20][0x32],48 [0x19][0x33],49 [0x3][0x2b],50 [0x1a][0x33],51 [0x1b][0x33],52 [0x1c][0x33],53 [0x1d][0x33],54 [0x1e][0x33],55 [0x1f][0x33],56 [0x20][0x33],57 [0x19][0x34],58 [0x1a][0x34],59 [0x3][0x2c],60 [0x1b][0x34],61 [0x1c][0x34]
6191,"Acceleration Bomb",false,405,2,0,0,0,3210,3250,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6192,"Attack",false,405,4,0,0,0,4850,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6193,"Attack",false,405,4,0,0,0,4851,4852,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,true,4,40,4,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6194,"Attack",false,405,4,0,0,0,4853,4854,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,true,2,4,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6195,"Implosion",false,405,3,0,0,0,3211,3251,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,2,80,0,true,0,0,0,0,0,false,100,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6196,"Arachne Web",false,405,2,0,11,24,3212,3252,0,-1,0,0,false,60,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6197,"Tremblor",false,405,0,0,0,0,4889,4890,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,30,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,112,false,false,false,false,true,true,false,false,true,0,false,false
6198,"Tremblor",false,405,0,0,0,0,4891,4892,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,20,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,111,false,false,false,false,true,true,false,false,true,0,false,false
6199,"Tremblor",false,405,0,0,0,0,4893,4894,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,10,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,1,false,false,false,false,true,true,false,false,true,0,false,false
6200,"Shadow Burst",false,405,3,0,11,24,3213,3253,0,-1,0,0,false,60,false,false,false,true,false,false,false,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,40,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6201,"Spider Thread",false,405,3,0,8,0,3205,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,50,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6202,"Frond Affeared",false,405,2,0,10,25,3215,3255,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,2,60,0,false,0,0,0,0,0,false,30,0,0,6,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6203,"Caustic Spray",false,405,3,0,8,24,1113,1875,0,-1,0,0,false,6,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,10,300,0,3,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6204,"Silkscreen",false,405,3,0,8,24,1419,1875,0,-1,0,0,false,3,true,false,false,false,false,false,false,false,false,0,false,false,4,15,4,true,0,0,0,0,0,false,25,80,0,5,7,0,0,0,0,0,false,false,2,false,false,true,false,true,true,false,false,true,0,false,false
6205,"Deadly Thrust",false,405,3,0,8,24,1114,1875,0,-1,0,0,false,6,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,10,80,0,2,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6206,"Realm Shaker",false,405,3,0,8,24,1417,1875,0,-1,0,0,false,3,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,240,0,3,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6207,"Sticky Wicket",false,405,4,0,0,0,4615,4616,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,6,12,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6208,"Digestive Fluid",false,405,3,0,8,24,3206,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,10,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6209,"Hatch",false,405,2,0,0,0,3228,3268,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,4,0,true,2,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6210,"the Widow's Kiss",false,405,4,0,0,0,4399,4400,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,2,60,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,true,false,false,true,0,false,false
6211,"Self-destruct",false,405,3,0,0,0,2911,1875,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,0,false,false
6212,"Pom-bom",false,405,4,0,0,0,1222,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,4,40,4,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,2,false,false,false,false,false,true,false,false,true,0,false,false
6213,"Pitfall",false,405,4,0,0,0,4561,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,2,60,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,27,false,false,false,false,false,true,true,false,true,0,false,false
6214,"Bitter Bile",false,405,3,0,0,0,3207,3246,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
6215,"Sticky Wicket",false,405,4,0,0,0,3214,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
6216,"Critical Bite",false,405,3,0,8,0,3210,3250,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,25,0,0,1,7,0,0,0,0,0,false,false,5,false,false,true,false,false,true,false,false,true,0,false,false
6217,"Silkscreen",false,405,3,0,8,24,1419,1875,0,-1,0,0,false,3,true,false,false,false,false,false,false,false,false,0,false,false,4,15,4,true,0,0,0,0,0,false,25,180,0,5,7,0,0,0,0,0,false,false,2,false,false,true,false,true,true,false,false,true,0,false,false
6218,"Deadly Thrust",false,405,3,0,8,24,1114,1875,0,-1,0,0,false,6,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,10,120,0,2,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6219,"Realm Shaker",false,405,3,0,8,24,1417,1875,0,-1,0,0,false,3,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,0,300,0,3,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6220,"Digestive Fluid",false,405,3,0,8,24,3206,1875,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6221,"Inner Demons",false,405,2,0,8,24,3203,3243,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,5,6,0,true,0,0,0,0,0,false,30,300,0,5,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6222,"Dark II",false,405,2,0,8,24,3202,3242,0,-1,0,0,false,5,true,false,false,false,false,false,false,false,false,0,false,false,3,20,0,true,0,0,0,0,0,false,25,240,0,6,7,0,0,0,0,0,false,false,3,false,false,true,false,true,true,false,false,true,0,false,false
6223,"Enochian",false,405,4,0,0,0,3999,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,200,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6224,"Fire",false,405,2,1,34,13,473,1903,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,1,0,0,0,0,1,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6225,"Fire IV",false,405,2,0,35,13,3895,1875,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6226,"Epigraph",false,405,3,0,8,24,3201,3241,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,true,4,100,8,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6227,"Fiery Epigraph",false,405,2,1,8,13,473,1875,0,-1,0,0,false,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6228,"Flaming Epigraph",false,405,2,1,8,13,3202,3242,0,-1,0,0,false,100,false,false,false,false,false,false,true,false,false,0,false,false,2,10,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6229,"Trembling Epigraph",false,405,3,0,8,24,3203,3243,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,0,0,0,0,0,false,10,0,0,5,4,0,0,0,0,0,false,false,0,false,false,true,false,false,true,false,false,true,0,false,false
6230,"Flaring Epigraph",false,405,2,0,8,24,3204,3244,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,2,81,0,true,0,0,0,0,0,false,300,0,0,5,1,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6231,"Tail Slap",false,405,0,0,0,0,3206,3246,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,false,3,10,0,true,0,0,0,0,0,false,25,240,0,3,7,0,0,0,0,0,false,false,5,false,false,true,false,true,true,false,false,true,0,false,false
6232,"Murderous Shriek",false,405,0,0,8,24,3201,3241,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,2,30,0,true,0,0,0,0,0,false,20,240,0,6,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6233,"Big Burst",false,405,3,0,0,0,3229,3269,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,2,100,0,true,2,0,0,0,0,false,300,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,false,false,true,false,false,true,0,false,false
6234,"Burst",false,405,4,0,0,0,3320,3321,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,1,0,0,false,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,false,false,true,false,false,true,0,false,false
6235,"Electric Cachexia",false,405,3,0,8,24,3202,3242,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,5,60,0,true,0,0,0,0,0,false,50,0,0,5,5,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6236,"Dark Blizzard III",false,405,2,0,34,14,482,1906,0,-1,0,0,false,40,false,false,false,false,false,false,true,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,30,0,0,5,2,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6237,"Tight Tornado",false,405,4,0,8,24,3201,3241,0,-1,0,0,false,15,true,false,false,false,false,false,false,false,false,0,true,true,4,15,4,true,0,0,0,0,0,false,30,120,0,5,3,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6238,"Arachne Web",false,405,2,0,11,24,3212,3252,0,-1,0,0,false,60,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6239,"",false,405,4,0,0,0,4834,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
6240,"",false,405,4,0,0,0,1222,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,40,0,false,0,0,0,0,0,false,30,0,0,1,7,0,0,0,0,0,false,false,27,false,false,false,false,false,false,false,false,true,0,false,false
6241,"Cauterize",false,405,3,0,11,24,1825,1861,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,4,48,20,true,2,0,0,0,0,false,60,0,0,5,2,0,0,0,0,0,false,false,25,false,false,true,false,true,true,false,false,true,0,false,false
6242,"Horrisonous Blast",false,405,3,0,8,24,1282,2034,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,16,0,true,0,0,0,0,0,false,70,60,0,5,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6243,"Khoomii",false,405,3,0,0,0,1284,2036,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,16,0,true,0,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6244,"Seismic Rift",false,405,3,0,8,24,1283,2035,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,6,0,true,0,0,0,0,0,false,60,60,0,5,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6245,"Excretion",false,405,3,0,8,24,3201,3241,0,-1,0,0,false,25,false,false,false,false,false,false,true,false,false,0,true,true,2,4,0,true,0,0,0,0,0,false,30,60,0,5,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6246,"Head Snatch",false,405,3,0,0,0,3207,3247,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,30,60,0,3,7,0,0,0,0,0,false,false,4,false,false,true,false,true,true,false,false,true,0,false,false
6247,"Spinning Edge",false,405,3,0,0,0,220,1875,0,-1,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6248,"Gust Slash",false,405,3,0,0,0,221,1875,0,-1,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,58,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6249,"Aeolian Edge",false,405,3,0,0,0,224,1875,0,-1,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6250,"Triple Slash",false,405,3,0,0,0,3981,1875,0,-1,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6251,"Hide",false,405,4,0,8,24,304,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,50,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6252,"Sneak Attack",false,405,3,0,0,0,226,1875,0,-1,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6253,"Poisoned Blade",false,405,3,0,0,0,228,1875,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6254,"Throwing Dagger",false,405,3,0,0,0,228,1875,0,-1,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6255,"Butcher's Block",false,405,3,0,0,0,325,1875,0,-1,0,0,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6256,"Storm's Eye",false,405,3,0,0,0,329,1875,0,-1,0,0,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6257,"Raging Rush",false,405,3,0,0,0,3956,1875,0,-1,0,0,false,5,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,25,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6258,"Madness",false,405,4,0,8,24,3957,4003,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,2,5,0,true,0,0,0,0,0,false,20,60,0,1,7,0,0,0,0,0,false,false,1,false,false,true,false,true,true,false,false,true,0,false,false
6259,"Pomander of Safety",false,405,0,0,0,0,4932,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6260,"Pomander of Sight",false,405,0,0,0,0,4933,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6261,"",false,405,3,0,0,0,3825,4007,0,-1,0,0,false,100,false,false,false,false,false,false,true,false,false,0,false,false,2,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
6262,"Pomander of Strength",false,405,0,0,0,0,4934,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6263,"Pomander of Steel",false,405,0,0,0,0,4935,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6264,"Pomander of Affluence",false,405,0,0,0,0,4936,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6265,"Pomander of Flight",false,405,0,0,0,0,4937,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6266,"Pomander of Alteration",false,405,0,0,0,0,4938,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6267,"Pomander of Purity",false,405,0,0,0,0,4939,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6268,"Pomander of Fortune",false,405,0,0,0,0,4940,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6269,"Pomander of Witching",false,405,0,0,0,0,4941,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,2,20,0,true,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6270,"Pomander of Serenity",false,405,0,0,0,0,4942,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6271,"Pomander of Rage",false,405,0,0,0,0,4943,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6272,"Pomander of Lust",false,405,0,0,0,0,4943,1875,0,0,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6273,"Pummel",false,61136,13,0,0,0,3421,1875,0,0,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,34,0,0,false,0,25,58,3,7,0,0,0,1,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6274,"Void Fire II",false,61137,2,1,34,13,479,1904,0,0,0,0,false,25,false,false,false,true,false,false,false,false,false,0,true,true,2,5,0,true,0,0,34,0,0,false,25,25,58,5,1,0,0,0,1,0,true,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6275,"Landmine",false,405,4,0,0,0,4871,4872,0,-1,0,0,false,0,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6276,"Luring Trap",false,405,4,0,0,0,4873,1875,0,-1,0,0,false,0,false,false,false,false,false,false,true,false,false,0,true,true,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,false,true,false,false,true,0,false,false
6277,"Enfeebling Trap",false,405,4,0,0,0,4874,1875,0,-1,0,0,false,30,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6278,"Impeding Trap",false,405,4,0,0,0,4875,4876,0,-1,0,0,false,0,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6279,"Toading Trap",false,405,4,0,0,0,4877,1875,0,-1,0,0,false,30,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6280,"the Widow's Embrace",false,405,4,0,0,0,4399,4400,0,-1,0,0,false,100,true,false,false,false,false,false,false,false,false,0,false,false,2,60,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,true,false,false,true,0,false,false
6281,"",false,405,4,0,0,0,1222,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,60,0,true,0,0,0,0,0,false,40,0,0,0,0,0,0,0,0,0,false,false,27,false,false,false,false,false,false,true,false,true,0,false,false
6282,"Mortal Chorus",false,405,3,0,0,0,4574,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,5,60,0,true,0,0,0,0,0,false,0,0,0,6,7,0,0,0,0,0,false,false,0,false,false,true,false,false,true,false,false,true,0,false,false
6283,"",false,405,4,0,0,0,4886,1875,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,true,false,false,0,false,false
6284,"Detonator",false,405,4,0,0,0,4878,4879,0,-1,0,0,false,0,true,false,false,false,false,false,false,false,false,0,false,false,2,12,0,true,0,0,0,0,0,false,0,0,0,5,1,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6285,"Raise",false,405,4,0,0,0,4882,1875,0,-1,0,0,false,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,true,0,false,false
6286,"Ultra Power Special",false,405,3,0,0,0,342,1875,0,-1,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,0,0,0,0,0,false,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
6287,"Ranger Rage",false,405,3,0,0,0,225,1875,0,-1,0,0,false,3,false,false,false,true,false,false,false,false,false,0,true,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,true,false,true,true,false,false,true,0,false,false
